iter	Logloss
341	0.3045746574
342	0.3043761625
343	0.3042640094
344	0.3041550873
345	0.3040388403
346	0.3038392276
347	0.303582583
348	0.3033331927
349	0.3030981411
350	0.3029344474
351	0.3028047389
352	0.3026452967
353	0.3024899681
354	0.3023792597
355	0.3021735684
356	0.302003734
357	0.3017962761
358	0.3016132875
359	0.3014429674
360	0.3012689835
361	0.3010727344
362	0.3009854188
363	0.3008402357
364	0.3007114057
365	0.3005020685
366	0.3002111097
367	0.3000703715
368	0.2999377
369	0.2998015297
370	0.2996522113
371	0.2995634423
372	0.2993616165
373	0.2992052772
374	0.2989822975
375	0.298814826
376	0.298658321
377	0.29842003
378	0.2982603003
379	0.2980513299
380	0.2978333977
381	0.2975658146
382	0.2974290715
383	0.2972791736
384	0.2970296034
385	0.2967982924
386	0.2966965046
387	0.2965152073
388	0.2963532562
389	0.2961681555
390	0.2959763866
391	0.2958209388
392	0.2956234025
393	0.2954204504
394	0.2952648536
395	0.2951519024
396	0.2950029823
397	0.2948403385
398	0.2947036146
399	0.2945063489
400	0.2944181972
401	0.2942340369
402	0.2939727972
403	0.2937955966
404	0.2936561184
405	0.2934434795
406	0.2932173531
407	0.2930293812
408	0.2929297694
409	0.2927120661
410	0.2926121177
411	0.292470542
412	0.292239242
413	0.2920694164
414	0.2919680387
415	0.2917146374
416	0.2915273228
417	0.2913550166
418	0.2911914601
419	0.2910262344
420	0.290813335
421	0.2906044217
422	0.290440295
423	0.290181259
424	0.2900249134
425	0.2898841182
426	0.2897142598
427	0.2894993083
428	0.2893536717
429	0.2891459749
430	0.2889816094
431	0.288777375
432	0.28858744
433	0.2884105782
434	0.2882343469
435	0.2879491692
436	0.2877750575
437	0.2876184916
438	0.287493793
439	0.2872554155
440	0.2871162149
441	0.2869090901
442	0.2867363647
443	0.2866142239
444	0.2865389526
445	0.2864264782
446	0.2862555481
447	0.2861494723
448	0.2859895791
449	0.2858595149
450	0.2857259514
451	0.285576718
452	0.2853441271
453	0.2851570585
454	0.284942747
455	0.284806097
456	0.2847069167
457	0.2845500743
458	0.2843558013
459	0.284254648
460	0.2841170857
461	0.2839024742
462	0.2837754361
463	0.2836033142
464	0.2833517386
465	0.2832315442
466	0.2830534106
467	0.2827872179
468	0.2826398772
469	0.2824338223
470	0.2822673759
471	0.2820294641
472	0.2819020911
473	0.2817036913
474	0.2814831154
475	0.2813077359
476	0.2811153512
477	0.2809711616
478	0.2808093717
479	0.2806004694
480	0.2805007607
481	0.2803290647
482	0.2800704501
483	0.2799586282
484	0.2798335758
485	0.2797146829
486	0.2795767772
487	0.2793525845
488	0.279076734
489	0.2789082587
490	0.2787183388
491	0.2785974353
492	0.2784806643
493	0.2783391431
494	0.2781529541
495	0.278070274
496	0.2779195589
497	0.2777577891
498	0.2775874326
499	0.2775007508
500	0.2773237759
501	0.2771572982
502	0.2770586833
503	0.2769113868
504	0.2767616207
505	0.2765717405
506	0.2764299148
507	0.2762959776
508	0.2761400764
509	0.2760089001
510	0.2758973867
511	0.2757910047
512	0.2756834906
513	0.2755224741
514	0.2753779636
515	0.2752675568
516	0.2751289864
517	0.2749655327
518	0.2747798936
519	0.2746344699
520	0.2745257725
521	0.2744491985
522	0.274309421
523	0.2740941037
524	0.2739929814
525	0.2738910733
526	0.2736987877
527	0.2735516879
528	0.2733353609
529	0.2732302994
530	0.2731399099
531	0.2729526339
532	0.272787367
533	0.2726745773
534	0.2725212801
535	0.2724386832
536	0.2722980085
537	0.2721491064
538	0.2719751338
539	0.2718849235
540	0.271796149
541	0.2716917502
542	0.2715521981
543	0.2714223912
544	0.2712647714
545	0.2710764364
546	0.2709903773
547	0.270842371
548	0.2706625614
549	0.2704911094
550	0.2703316823
551	0.2702078184
552	0.2701189415
553	0.2698981586
554	0.269765972
555	0.2696009184
556	0.2694461014
557	0.2692140039
558	0.2690821797
559	0.2689271938
560	0.2687457754
561	0.2686215001
562	0.2685173301
563	0.2683713386
564	0.268243401
565	0.2681669529
566	0.268071378
567	0.2679501983
568	0.2677965169
569	0.2677280182
570	0.2676031268
571	0.2674854059
572	0.2673614084
573	0.267197187
574	0.267127232
575	0.2670259042
576	0.2668974682
577	0.2668322708
578	0.2667624355
579	0.2666956218
580	0.2665742088
581	0.2664560012
582	0.2663910089
583	0.2662621004
584	0.2661507928
585	0.266060769
586	0.2659173131
587	0.2657782593
588	0.2655596809
589	0.2654081936
590	0.265315849
591	0.2651623995
592	0.2650575779
593	0.2649386398
594	0.2648443106
595	0.2647287859
596	0.2645945985
597	0.2644682889
598	0.264327491
599	0.2642193339
600	0.264094166
601	0.2640114851
602	0.2638687624
603	0.2637415211
604	0.263603376
605	0.2635083794
606	0.2633687048
607	0.2632452016
608	0.2631392513
609	0.263072352
610	0.2628888776
611	0.2627730978
612	0.2626299795
613	0.2624727537
614	0.2623826166
615	0.262227817
616	0.2620800411
617	0.2619818137
618	0.2619396932
619	0.2618149758
620	0.2616656709
621	0.2614924362
622	0.2613730628
623	0.2612278925
624	0.261133449
625	0.2610102742
626	0.2608485569
627	0.2607183667
628	0.2606371463
629	0.2605285433
630	0.2604196844
631	0.2602756126
632	0.2601192623
633	0.2599850645
634	0.2598682743
635	0.2597814332
636	0.2596829762
637	0.2595780565
638	0.2594326479
639	0.2592696923
640	0.2591878263
641	0.2590576667
642	0.2590182039
643	0.2589480596
644	0.2588286789
645	0.2587064941
646	0.2586462505
647	0.2584971132
648	0.2583965896
649	0.2583012304
650	0.2581757207
651	0.2581158848
652	0.2580000056
653	0.2578562033
654	0.2577453944
655	0.2575908697
656	0.2574419862
657	0.2573497587
658	0.2572334089
659	0.2571253666
660	0.2570120405
661	0.2568839467
662	0.2567696035
663	0.2566273838
664	0.2565354115
665	0.2564777327
666	0.2562929679
667	0.256209556
668	0.2561594165
669	0.2560298808
670	0.255937344
671	0.2558467648
672	0.2557988072
673	0.2555786245
674	0.2554130934
675	0.255307871
676	0.2551710882
677	0.2550834742
678	0.255011748
679	0.2548633934
680	0.2547476
681	0.2546375245
682	0.2545108816
683	0.2544310614
684	0.2543226259
685	0.2542285291
686	0.2541459269
687	0.2540634662
688	0.2540004199
689	0.253941648
690	0.25383865
691	0.2537760558
692	0.2537007011
693	0.2535577649
694	0.253363675
695	0.2532720784
696	0.2531830612
697	0.2531094607
698	0.2530414272
699	0.2529309516
700	0.2528518788
701	0.252722587
702	0.252644823
703	0.252572693
704	0.2524134702
705	0.2523098895
706	0.252201666
707	0.2520371998
708	0.2519117967
709	0.2517341451
710	0.2516543962
711	0.2515419823
712	0.2514681364
713	0.2513856593
714	0.25118955
715	0.2511225205
716	0.2510134664
717	0.2509007543
718	0.2508052042
719	0.2507405941
720	0.2505339513
721	0.250354134
722	0.2502535002
723	0.2500890502
724	0.2500170109
725	0.2499405116
726	0.2498304216
727	0.2497386135
728	0.2496195014
729	0.2495545159
730	0.249444161
731	0.2492975282
732	0.2491301144
733	0.2490012733
734	0.2488065677
735	0.2486823199
736	0.2485059198
737	0.2484428517
738	0.2482536061
739	0.2481177081
740	0.2479353087
741	0.24783127
742	0.247694749
743	0.2476150274
744	0.2474520935
745	0.2473304711
746	0.24729525
747	0.2472168741
748	0.2471148816
749	0.2469691508
750	0.2468574921
751	0.2467435432
752	0.2466096948
753	0.2465316111
754	0.2464829071
755	0.246392032
756	0.2462810668
757	0.2460992288
758	0.2460300187
759	0.2458556476
760	0.2457147024
761	0.2456564891
762	0.2455819656
763	0.2454454179
764	0.2454034489
765	0.2452909463
766	0.2451839032
767	0.2450921384
768	0.2449724491
769	0.2448815136
770	0.2447259204
771	0.2446451003
772	0.2445186643
773	0.2443719705
774	0.244310279
775	0.2442400065
776	0.2441365436
777	0.2440779713
778	0.2439639367
779	0.2438322924
780	0.2436810725
781	0.2435154277
782	0.2434409247
783	0.2433463815
784	0.2432116236
785	0.2430738857
786	0.2430257446
787	0.2428938767
788	0.2427740006
789	0.2426305622
790	0.242567217
791	0.2424118797
792	0.2423064007
793	0.2422434879
794	0.2421795178
795	0.2420167566
796	0.2418903083
797	0.2417916188
798	0.2415814615
799	0.241451983
800	0.2413815793
801	0.2412884324
802	0.2412097069
803	0.2410999387
804	0.2409273523
805	0.240790205
806	0.2407056885
807	0.2405817585
808	0.2404957241
809	0.2404257025
810	0.2403574843
811	0.2402482568
812	0.2401902989
813	0.2400243955
814	0.2399078155
815	0.2397672737
816	0.2396402642
817	0.2394914457
818	0.2393819222
819	0.2392634218
820	0.2391671756
821	0.2390166835
822	0.2388851866
823	0.2387809048
824	0.2386787079
825	0.238621582
826	0.2384899539
827	0.2384305099
828	0.2383478628
829	0.2381952058
830	0.2381430437
831	0.238047401
832	0.2379768438
833	0.2378588842
834	0.2377382669
835	0.2376483076
836	0.2375036916
837	0.2374667404
838	0.2373246075
839	0.2372692373
840	0.2371996254
841	0.2371398008
842	0.2370838735
843	0.2369631784
844	0.2368488366
845	0.2367886457
846	0.2366923935
847	0.2366100902
848	0.2365321427
849	0.2364310401
850	0.2362740209
851	0.2361818906
852	0.2360595391
853	0.2359414107
854	0.2358771192
855	0.2357340607
856	0.2356077195
857	0.2355563281
858	0.2354826167
859	0.2353625476
860	0.2352369827
861	0.2351332049
862	0.2350522151
863	0.2349913953
864	0.2349226659
865	0.2348608003
866	0.2348065424
867	0.2347164614
868	0.2346432741
869	0.2345745162
870	0.2344667609
871	0.2343198211
872	0.2342233997
873	0.2341523833
874	0.2340190022
875	0.2339131804
876	0.2338625222
877	0.2338042553
878	0.2337401752
879	0.2335993275
880	0.2334563498
881	0.2333535237
882	0.2332634373
883	0.2332256062
884	0.2331545714
885	0.2330475051
886	0.2329947268
887	0.2329358544
888	0.2328986062
889	0.2328254561
890	0.2327099994
891	0.2325537647
892	0.232486334
893	0.2323702574
894	0.2322637669
895	0.2321065311
896	0.2319875905
897	0.2319002647
898	0.2318139991
899	0.2317371972
900	0.2316454258
901	0.2315629053
902	0.2315160567
903	0.2314215181
904	0.2313190963
905	0.2312175472
906	0.2311435393
907	0.2310726796
908	0.2309821961
909	0.2309053244
910	0.2308037952
911	0.2307311313
912	0.2306205613
913	0.2305293838
914	0.2304689393
915	0.2304138191
916	0.2303020755
917	0.2302077816
918	0.2300871407
919	0.2299799314
920	0.229917763
921	0.2298389992
922	0.229758025
923	0.2297020089
924	0.2296237162
925	0.2295524343
926	0.2294577386
927	0.2293716931
928	0.2292644075
929	0.2291736756
930	0.2291139129
931	0.2290351469
932	0.2289424929
933	0.2288281975
934	0.2287793997
935	0.2287225203
936	0.2286172209
937	0.2285302452
938	0.2284057562
939	0.2283103291
940	0.2282049046
941	0.2281278367
942	0.2280459176
943	0.227945948
944	0.2278991437
945	0.2277916091
946	0.2277032558
947	0.2276425716
948	0.2275333111
949	0.2274165664
950	0.2273419753
951	0.2272382628
952	0.2271623107
953	0.2270559541
954	0.2269740453
955	0.2269183119
956	0.2268310968
957	0.226769492
958	0.2266414673
959	0.2265626445
960	0.2265087689
961	0.2263873267
962	0.2263084048
963	0.2262176612
964	0.2261509031
965	0.2260351157
966	0.2259856567
967	0.2258851675
968	0.2257311613
969	0.2255909934
970	0.225452514
971	0.2254009268
972	0.2253250184
973	0.2252667229
974	0.22514225
975	0.2250520514
976	0.2250018181
977	0.2248872312
978	0.2248070147
979	0.2247680195
980	0.2246579157
981	0.2246108176
982	0.2245550126
983	0.2244867993
984	0.2244194367
985	0.2243222052
986	0.2242849959
987	0.2241664445
988	0.2240956593
989	0.2240097791
990	0.2238762378
991	0.2237882117
992	0.2236762096
993	0.2235826147
994	0.2234992505
995	0.2234047451
996	0.2233121642
997	0.2232353211
998	0.2231668362
999	0.2231051309
